# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,
# Thu Jun 13 15:30:11 2019,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# User preference: *,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# CONSTRAINT:  where (koi_disposition like 'CAN%'),,,,,,,,,,,,,,
# CONSTRAINT:  order by koi_disposition asc,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# COLUMN kepid:          KepID,,,,,,,,,,,,,,
# COLUMN kepoi_name:     KOI Name,,,,,,,,,,,,,,
# COLUMN koi_period:     Orbital Period [days],,,,,,,,,,,,,,
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days],,,,,,,,,,,,,,
# COLUMN koi_prad:       Planetary Radius [Earth radii],,,,,,,,,,,,,,
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii],,,,,,,,,,,,,,
# COLUMN koi_teq:        Equilibrium Temperature [K],,,,,,,,,,,,,,
# COLUMN koi_insol:      Insolation Flux [Earth flux],,,,,,,,,,,,,,
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux],,,,,,,,,,,,,,
# COLUMN koi_steff:      Stellar Effective Temperature [K],,,,,,,,,,,,,,
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K],,,,,,,,,,,,,,
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)],,,,,,,,,,,,,,
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)],,,,,,,,,,,,,,
# COLUMN koi_srad:       Stellar Radius [Solar radii],,,,,,,,,,,,,,
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii],,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
kepid,kepoi_name,koi_period,koi_period_err1,koi_prad,koi_prad_err1,koi_teq,koi_insol,koi_insol_err1,koi_steff,koi_steff_err1,koi_slogg,koi_slogg_err1,koi_srad,koi_srad_err1
9947653,K04647.01,37.9043889,0.0008195,1.97,0.77,693,54.36,65.86,5303,175,3.87,0.63,1.964,0.773
9947653,K04647.02,12.008552,0.000168,2.08,0.81,1016,251.93,305.18,5303,175,3.87,0.63,1.964,0.773
9953491,K05741.01,362.0619,0.01788,2.12,0.42,203,0.41,0.25,5271,173,4.636,0.028,0.698,0.137
9955262,K00076.01,77.4794704,0.0002456,10.33,1.8,778,86.59,43.85,6711,149,3.73,0.277,2.909,0.508
9957627,K00592.01,39.7529915,0.0001149,2.37,0.72,568,24.54,22.48,6072,182,4.411,0.105,1.01,0.308
9958387,K02677.01,237.787237,0.0008527,9.91,1.84,354,3.73,1.9,5185,93,3.936,0.416,1.853,0.343
9958962,K00593.03,51.0674355,0.0003497,2.44,0.76,499,14.69,13.66,6004,181,4.484,0.052,0.977,0.302
9958962,K00593.04,240.192808,0.008989,2.68,0.83,298,1.86,1.74,6004,181,4.484,0.052,0.977,0.302
9959093,K07264.01,19.1644498,0.0002905,1.83,0.26,988,225.26,83.64,5877,78,3.86,0.3,2.234,0.314
9959492,K03051.01,11.682369,0.000162,1.45,0.58,802,97.62,113.95,6089,164,4.527,0.035,0.889,0.352
9962595,K05745.01,11.374442708,1.237E-06,22.86,3.45,687,52.84,25.96,5297,159,4.546,0.052,0.808,0.122
9963265,K02299.01,16.48686712,3.61E-05,27.45,7.49,760,78.99,63.75,6090,169,4.447,0.06,1.071,0.292
9966219,K03401.01,17.9559673,0.0002547,1.96,0.28,750,74.61,29.15,5641,76,4.258,0.162,1.195,0.177
9966219,K03401.02,326.6708,0.01608,2.2,0.75,283,1.52,1.54,5896,162,4.343,0.138,1.072,0.368
9967009,K03462.01,12.4326997,0.0003134,1.88,0.32,839,117.17,53.3,5480,82,4.22,0.192,1.229,0.21
9967009,K03462.02,30.9902997,0.0008933,2.21,0.37,619,34.68,15.77,5480,82,4.22,0.192,1.229,0.21
9968924,K05747.01,411.447056,0.005658,2.86,1.45,342,3.22,4.9,6519,174,4.108,0.219,1.672,0.847
9969287,K04820.01,14.7401061,0.0002296,1.48,0.41,750,74.65,62.44,5999,180,4.494,0.048,0.959,0.266
9973109,K02018.02,16.0988294,0.0002694,1.14,0.33,705,58.53,50.63,5657,169,4.401,0.167,0.911,0.262
9974142,K06214.02,154.536881,0.005439,4.1,1.44,544,20.76,22.44,6049,201,3.728,0.503,2.522,0.886
9993683,K05748.01,29.9371143,0.000511,1.19,0.06,501,14.87,2.65,5115,84,4.47,0.09,0.866,0.044
9994381,K05749.01,281.95332,0.004673,2.31,0.32,204,0.41,0.19,4864,150,4.628,0.031,0.692,0.093
9995771,K03470.01,15.0617835,0.0002645,1.61,0.27,794,94.08,41.79,5806,78,4.321,0.115,1.158,0.197
10000162,K04902.01,409.38645,0.02907,1.78,0.57,197,0.35,0.35,4955,171,4.517,0.065,0.799,0.255
10000941,K04146.02,2.5738437,1.68E-05,0.57,0.07,1129,384.24,159.06,5115,154,4.477,0.095,0.854,0.103
10002049,K07270.01,19.2532128,0.0002487,1.42,0.42,692,54.13,46.08,6060,162,4.495,0.05,0.953,0.277
10003058,K04519.01,148.568877,0.001881,5.97,1.14,555,22.49,11.31,5814,87,3.68,0.293,2.985,0.567
10005758,K01783.02,284.063137,0.001795,6.36,0.99,321,2.51,1.13,5791,117,4.185,0.182,1.336,0.209
10005758,K01783.01,134.4785189,0.0001705,10.52,1.65,412,6.81,3.06,5791,117,4.185,0.182,1.336,0.209
10007916,K05755.01,388.67155,0.01203,1.49,0.33,210,0.46,0.31,5354,161,4.587,0.027,0.788,0.177
10011213,K07982.01,376.37989,0.0468,3.26,1,265,1.16,1.07,6231,188,4.488,0.054,0.955,0.291
10015937,K01720.01,59.6585348,0.0005578,3.59,0.3,393,5.66,1.41,5243,84,4.547,0.028,0.831,0.069
10016874,K00426.01,16.30141333,2.702E-05,3.84,1.19,805,99.08,90.11,6072,168,4.328,0.132,1.138,0.351
10019854,K07272.01,14.1011023,0.0003829,1.26,0.39,904,157.56,140.44,6534,158,4.365,0.067,1.199,0.373
10026544,K02312.01,176.331289,0.007995,2.38,0.43,505,15.4,7.99,6146,128,3.8,0.209,2.251,0.411
10027861,K05758.01,102.493119,0.001322,2.7,0.45,317,2.37,1.31,5166,171,4.583,0.024,0.791,0.132
10028127,K08193.01,367.947848,0.004787,3.72,0.9,228,0.64,0.45,5570,150,4.561,0.03,0.855,0.207
10028140,K01591.01,19.65639342,6.986E-05,2.83,0.43,549,21.5,10.59,5288,159,4.613,0.036,0.74,0.112
10028352,K01957.01,1.38680229,8.76E-07,29.33,7,2530,9703.01,5721.83,6823,61,4.04,0.121,2.037,0.486
10028792,K01574.04,8.9772888,0.0001451,1.79,0.15,1113,362.75,100.8,5597,112,3.963,0.054,1.699,0.147
10028792,K01574.03,5.83393857,2.241E-05,1.98,0.18,1285,642.83,178.64,5597,112,3.963,0.054,1.699,0.147
10053138,K07279.01,11.7728146,0.0001636,0.93,0.17,788,90.86,43.6,5410,81,4.333,0.154,1.056,0.191
10055126,K01608.03,232.040326,0.006902,2.05,0.33,327,2.71,1.2,5903,106,4.3,0.15,1.156,0.185
10064256,K02849.01,5.95958637,4.4E-05,1.02,0.25,897,153.48,111.26,5452,164,4.535,0.03,0.9,0.214
10065053,K04898.01,409.87844,0.0233,2.72,1.33,264,1.15,1.69,6167,168,4.444,0.043,1.064,0.523
10066755,K07281.01,2.46506501,5.762E-05,1.14,0.58,1999,3777.82,5853.1,6881,199,4.101,0.186,1.714,0.871
10070479,K07282.01,1.758599866,3.362E-06,1.6,0.14,1101,347.1,119.68,4744,150,4.606,0.027,0.725,0.065
10073672,K02764.01,2.252976718,8.335E-06,1.19,0.07,795,94.26,19.31,4039,80,4.708,0.023,0.559,0.031
10074466,K01917.01,35.01190875,9.531E-05,2.97,0.48,603,31.35,12.92,5872,70,4.332,0.103,1.153,0.185
10083325,K05761.01,6.13292733,3.609E-05,1.56,0.2,1379,854.43,296.02,5877,79,3.941,0.264,2.034,0.264
10089123,K07283.01,134.413808,0.004797,1.69,0.86,391,5.51,8.34,6013,162,4.37,0.083,1.187,0.597
10089911,K04034.02,11.6089351,0.0001485,46.44,3.35,1496,1184.51,248.82,6303,82,3.595,0.263,3.53,0.254
10090854,K05762.01,12.63063129,8.928E-05,1.37,0.28,689,53.17,32.22,5579,150,4.58,0.034,0.798,0.161
10094670,K01984.01,22.06402,8.064E-05,2.67,0.91,712,60.81,60.93,6232,173,4.432,0.054,1.09,0.37
10098540,K05764.01,286.02266,0.01665,2.03,0.16,180,0.25,0.08,4368,131,4.624,0.055,0.637,0.049
10118266,K04755.01,3.74318005,1.612E-05,1.75,0.12,999,235.28,52.59,5207,83,4.516,0.05,0.851,0.061
10118816,K01085.01,7.71790675,4.487E-05,0.9,0.06,502,15.01,3.53,3975,71,4.753,0.031,0.509,0.037
10120548,K04451.01,8.8303681,9.977E-05,1.32,0.16,676,49.36,20.52,5051,151,4.628,0.035,0.706,0.086
10122538,K02926.05,75.731195,0.001885,3.47,0.22,237,0.74,0.16,3891,70,4.718,0.018,0.564,0.035
10128825,K07986.01,1.73984941,1.78E-05,0.72,0.24,1608,1585.81,1537.86,6119,165,4.444,0.056,1.031,0.341
10134152,K02056.01,39.3135699,0.0001483,2.07,0.59,540,20.04,16.66,6060,163,4.509,0.048,0.925,0.262
10140122,K04545.01,0.849362238,4.803E-06,0.85,0.08,1498,1190.04,473.29,4973,179,4.595,0.02,0.788,0.08
10140274,K04334.01,2.44232399,1.038E-05,1.1,0.08,1029,264.82,80.33,4849,146,4.561,0.061,0.738,0.056
10141900,K01082.04,9.6550473,7.33E-05,1.45,0.06,705,58.36,9.81,4999,79,4.49,0.075,0.843,0.04
10141900,K01082.02,4.09667624,1.956E-05,1.42,0.07,938,182.9,30.76,4999,79,4.49,0.075,0.843,0.04
10141900,K01082.01,6.50327035,3.134E-05,1.67,0.08,804,98.81,16.62,4999,79,4.49,0.075,0.843,0.04
10146103,K05769.01,7.58062893,7.709E-05,0.97,0.15,937,182.01,73.6,5753,68,4.417,0.063,1.041,0.164
10149023,K01081.01,9.95639775,4.842E-05,28.15,8.19,905,158.42,136.18,6161,172,4.454,0.048,1.053,0.306
10153011,K01773.01,83.09708021,8.069E-05,13.83,1.17,329,2.78,0.95,5286,174,4.627,0.07,0.636,0.054
10155029,K03208.01,2.131660527,9.485E-06,0.56,0.08,1438,1010.45,408.09,5849,105,4.426,0.076,0.997,0.143
10155286,K07988.01,333.486169,0.004235,19.3,0.55,557,22.68,2.07,4989,39,2.992,0.03,7.824,0.223
10155434,K00473.01,12.70636123,1.923E-05,2.75,0.66,697,55.86,39.53,5573,149,4.562,0.03,0.839,0.201
10157458,K01083.02,4.57797412,4.26E-05,0.96,0.28,1024,259.36,225.65,5795,155,4.554,0.036,0.848,0.252
10158418,K01784.01,5.007414194,1.164E-06,8.8,1.42,1114,363.75,162.95,5957,107,4.417,0.063,1.042,0.168
10160922,K07990.01,87.487573,0.002634,1.87,0.49,377,4.79,3.66,5774,155,4.567,0.033,0.818,0.212
10163067,K07291.01,25.9136674,0.0005882,3.37,0.6,966,205.72,117.18,6167,189,3.804,0.293,2.346,0.421
10186761,K05772.01,75.636309,0.001236,1.32,0.58,447,9.45,12.09,6072,151,4.467,0.047,0.994,0.435
10189546,K00427.01,24.61480613,3.227E-05,4.2,0.45,586,27.93,8.48,5312,79,4.384,0.137,0.986,0.107
10190075,K03007.01,11.1916199,8.119E-05,1.47,0.2,782,88.34,30.94,5646,67,4.464,0.051,0.956,0.129
10191449,K05775.01,492.23808,0.01382,2.19,0.91,209,0.45,0.56,5609,159,4.546,0.03,0.854,0.352
10198225,K07991.01,11.9451376,0.000216,3.32,0.64,1337,755.16,408.67,5094,100,3.38,0.21,4.163,0.808
10199984,K05776.01,198.6004,0.003484,4.6,2.63,458,10.45,18.21,5357,141,3.641,0.256,2.522,1.444
10200627,K06217.01,7.7016694,0.0001417,4.44,0.47,1627,1656.27,586.28,5174,134,3.228,0.036,3.608,0.381
10214341,K07992.01,277.13367,0.01585,1.84,0.56,307,2.09,1.81,6461,155,4.474,0.052,0.971,0.294
10220837,K04613.01,1.962282625,9.845E-06,0.81,0.22,1448,1038.36,861.54,5726,170,4.418,0.101,0.979,0.27
10221013,K00728.01,7.189379172,1.598E-06,11.94,3.85,1026,261.94,256.45,6214,195,4.442,0.056,1.076,0.347
10221505,K04768.01,3.43633133,8.724E-06,1.44,0.12,945,188.22,62.33,5201,156,4.616,0.072,0.651,0.057
10252275,K03130.02,5.65245733,3.205E-05,1.05,0.12,856,127.1,48.92,5159,153,4.508,0.093,0.8,0.088
10252275,K03130.01,14.8638496,0.0001155,2.9,0.31,620,35.04,13.49,5159,153,4.508,0.093,0.8,0.088
10253977,K08201.01,392.601892,0.008911,2.25,0.34,204,0.41,0.2,5307,159,4.605,0.032,0.753,0.112
10257229,K04557.01,5.75651958,3.637E-05,0.83,0.28,1089,332.97,315.91,6208,166,4.454,0.054,1.024,0.332
10264293,K07301.01,20.9525604,0.0002678,1.19,0.11,495,14.2,4.94,4885,146,4.61,0.028,0.72,0.068
10265602,K02689.01,165.3447044,0.000301,6.98,1.53,301,1.93,1.34,5594,186,4.52,0.077,0.812,0.178
10265898,K00732.02,3.29534567,2.569E-05,1.23,0.32,1139,397.37,317.12,5550,166,4.5,0.046,0.954,0.252
10265898,K00732.03,5.25449393,5.613E-05,1.41,0.38,975,213.25,170.17,5550,166,4.5,0.046,0.954,0.252
10272442,K00734.02,70.2780911,0.0003567,2.54,0.75,434,8.38,7.27,5955,161,4.52,0.048,0.91,0.269
10272858,K05782.01,584.55603,0.006664,6.69,0.63,354,3.73,0.97,5208,68,3.458,0.009,3.62,0.34
10281221,K03913.01,0.582895412,2.6E-07,5.87,1.74,2347,7152.6,6218.02,6263,169,4.46,0.065,1.009,0.299
10285631,K00331.02,10.52286678,6.531E-05,23.26,3.66,1008,243.72,109.41,5548,110,4.038,0.21,1.614,0.254
10287242,K00735.01,22.34213536,9.353E-05,5.19,0.54,526,18.14,6.77,5237,157,4.568,0.084,0.707,0.074
10287723,K01174.01,129995.7784,0,2.99,0.16,25,0,0,4500,153,4.572,0.042,0.726,0.039
10290021,K07305.01,3.72920972,9.068E-05,0.8,0.03,1713,2035.92,199.72,6215,56,3.955,0.014,2.05,0.06
10290666,K00332.02,6.86674226,9.996E-05,0.79,0.12,1018,254.1,109.33,5914,106,4.396,0.04,1.135,0.175
10291589,K04754.01,7.08757462,8.132E-05,1.28,0.39,955,197.02,176.6,6060,181,4.509,0.048,0.925,0.276
10295951,K01154.01,6.810823723,1.014E-06,26.06,6.36,1626,1656.16,1245.3,7226,228,3.967,0.315,2.079,0.507
10319385,K01169.01,0.689210173,4.5E-07,1.32,0.19,1943,3362.71,1364.69,5630,100,4.505,0.023,0.954,0.138
10321972,K07998.01,122.11555,0.01898,2.96,0.9,351,3.6,3.44,5592,195,4.418,0.156,0.894,0.273
10331279,K08000.01,225.48805,0.01866,1.7,0.43,267,1.2,0.9,5663,169,4.579,0.04,0.782,0.194
10332213,K02919.01,2.522590567,6.821E-06,25.82,6.66,1205,499.07,379.16,5591,150,4.559,0.033,0.86,0.222
10336951,K02401.01,38.2292037,0.0002813,1.51,0.13,359,3.92,1.2,4544,121,4.656,0.048,0.598,0.05
10337517,K01165.01,7.053934488,7.693E-06,2.36,0.2,840,117.33,32.05,5357,107,4.498,0.058,0.863,0.073
10339000,K05787.01,69.775633,0.003048,1.19,0.42,480,12.52,13.08,6224,169,4.413,0.095,0.983,0.349
10350571,K01175.02,17.157236,0.0001862,1.55,0.24,844,119.87,53.1,5676,115,4.1,0.203,1.487,0.229
10351231,K01166.01,7.6746614,2.378E-05,2.8,0.89,957,198.67,191.59,6063,190,4.47,0.054,1.001,0.318
10351947,K08205.01,260.446151,0.003977,25.39,1.6,608,32.37,5.54,4845,43,2.897,0.03,7.796,0.492
10352333,K03991.01,1.570592397,1.603E-06,1.37,0.14,1480,1135.98,325.72,5519,83,4.431,0.108,0.921,0.093
10354039,K01159.01,64.617518,0.0001938,5.4,0.55,383,5.09,1.94,5043,164,4.47,0.104,0.881,0.09
10363115,K03908.01,59.3627946,0.0003499,2.23,0.35,566,24.33,10.99,5786,115,4.106,0.188,1.471,0.233
10384298,K03224.01,3.43861067,1.861E-05,1.01,0.21,1348,779.48,453.78,5383,88,4.112,0.329,1.401,0.305
10386922,K00289.01,26.62941953,4.592E-05,3.13,0.49,742,71.75,30.93,5866,105,4.117,0.195,1.417,0.219
10387742,K02583.01,3.03267135,1.374E-05,0.6,0.08,1187,468.31,187.65,5640,101,4.492,0.045,0.921,0.131
10387792,K05789.01,383.26217,0.01329,1.57,0.37,203,0.4,0.29,5074,162,4.536,0.065,0.761,0.179
10388451,K07319.01,17.1677675,0.0002708,0.97,0.1,370,4.43,1.17,3761,50,4.724,0.06,0.526,0.05
10394802,K05790.01,178.266978,0.002828,3.71,0.32,241,0.8,0.21,4899,77,4.624,0.007,0.713,0.062
10395543,K00531.01,3.687469832,3.9E-07,5.78,0.22,690,53.6,8.84,4004,79,4.659,0.035,0.606,0.023
10396708,K07320.01,8.50207749,9.33E-05,0.75,0.07,679,50.14,16.48,4889,146,4.57,0.066,0.715,0.062
10397751,K02859.03,4.28886792,3.566E-05,0.57,0.07,944,187.43,74.01,5374,160,4.555,0.088,0.721,0.082
10397751,K02859.04,2.90512019,1.541E-05,0.57,0.07,1075,314.96,124.36,5374,160,4.555,0.088,0.721,0.082
10397751,K02859.05,5.43103616,4.629E-05,0.66,0.07,873,137.1,54.14,5374,160,4.555,0.088,0.721,0.082
10403228,K08007.01,67.176626864,,9.66,1.18,179,0.24,0.08,3391,44,4.936,0.048,0.311,0.038
10450504,K07327.01,17.9908273,9.794E-05,1.88,0.15,541,20.29,6.15,4918,148,4.546,0.072,0.752,0.057
10452252,K08012.01,34.573718512,,0.42,0.17,199,0.37,0.47,3374,112,5.066,0.103,0.218,0.09
10453009,K05794.01,30.9771151,0.0005036,4.3,1.9,950,192.79,247.32,5197,122,3.453,0.248,3.784,1.674
10460629,K01168.01,856.672115,0.009591,3.87,1.94,242,0.81,1.22,6449,163,4.232,0.163,1.309,0.656
10460984,K00474.03,94.886902,0.001216,4.24,0.69,429,7.99,3.62,5888,106,4.342,0.115,1.097,0.179
10464199,K07330.01,198.11309,0.01187,1.09,0.59,399,5.96,10.03,6163,182,4.144,0.226,1.486,0.81
10467714,K04480.01,58.7488629,0.0004987,1.75,0.33,425,7.7,4.57,5574,166,4.505,0.104,0.805,0.153
10470779,K05796.01,495.854189,0.005896,2.41,0.34,230,0.67,0.25,5613,76,4.378,0.11,1.044,0.149
10471621,K02554.02,10.27127527,6.323E-05,0.94,0.07,510,16.02,4.48,4405,119,4.732,0.058,0.511,0.037
10471621,K02554.01,39.7557642,0.000333,13.72,1,325,2.64,0.73,4405,119,4.732,0.058,0.511,0.037
10480915,K02040.01,19.58561177,4.526E-05,3.09,0.41,666,46.51,18.16,5618,112,4.401,0.1,0.996,0.133
10482160,K01170.01,7.34373964,1.134E-05,1.84,0.4,839,117.5,77.15,5757,155,4.597,0.036,0.762,0.168
10487228,K05798.01,318.25858,0.01126,2.03,0.32,212,0.48,0.25,5108,163,4.596,0.028,0.759,0.12
10513530,K00533.02,3.52467888,3.044E-05,1.46,0.31,1098,344.61,224.46,5372,160,4.434,0.112,0.916,0.194
10515564,K08211.01,5.0487451,0.0001005,0.67,0.15,922,170.39,117.08,5450,164,4.573,0.028,0.83,0.186
10518424,K02188.02,6.7445683,0.0005696,0.86,0.35,983,220.68,260.48,6106,158,4.496,0.048,0.923,0.372
10519727,K05799.01,184.883155,0.002036,2.82,1.22,393,5.65,7.37,5620,165,4.036,0.322,1.621,0.7
10525049,K04252.01,15.5714121,0.0001077,0.72,0.05,399,5.98,1.27,3872,77,4.714,0.027,0.557,0.033
10525077,K05800.01,11.006795,0.0002262,1.34,0.42,874,138.34,134.32,6091,193,4.424,0.07,1.047,0.334
10534155,K04345.01,4.32710895,1.761E-05,26.6,9.95,1397,900.23,1013.19,5776,174,4.018,0.518,1.455,0.544
10535708,K05801.01,177.37583,0.01611,1.96,0.81,314,2.29,2.83,5849,159,4.517,0.034,0.919,0.382
10536241,K08026.01,7.7529342,0.0001444,0.93,0.26,1002,238.09,194.76,5975,160,4.335,0.175,1.072,0.299
10545066,K00337.02,154.607419,0.004279,1.56,0.64,340,3.16,3.79,6017,152,4.508,0.038,0.931,0.383
10546063,K07339.01,10.6982275,0.000155,1.73,0.49,919,168.88,142.37,6277,174,4.417,0.06,1.097,0.313
10549902,K04826.01,1.141148847,6.418E-06,1.67,0.26,2248,6008.73,2493.24,5438,81,3.916,0.217,1.989,0.308
10552151,K05805.01,525.757041,0.005819,11.07,2.24,372,4.52,2.31,5277,62,3.495,0.259,3.931,0.792
10552263,K05806.01,313.82752,0.009634,1.26,0.49,272,1.28,1.45,5914,147,4.453,0.063,0.973,0.378
10581308,K05810.01,425.593391,0.008384,2.25,1.2,278,1.41,2.31,5458,167,4.09,0.339,1.441,0.764
10584140,K04833.01,4.31724247,7.409E-05,1.01,0.29,1332,743.6,641.87,5992,188,4.195,0.258,1.31,0.371
10585749,K04563.01,54.333582,0.001271,1.7,0.27,513,16.37,7.02,5500,88,4.228,0.195,1.221,0.193
10586619,K07345.01,377.501257,0.00877,2.16,0.32,242,0.81,0.31,5751,78,4.508,0.021,0.94,0.138
10586744,K04892.01,21.3761817,0.0004724,1.08,0.31,717,62.37,53.03,5984,161,4.322,0.195,1.052,0.305
10587105,K00339.03,35.8656484,0.0003421,2.44,0.41,633,37.92,17.83,6078,121,4.29,0.137,1.189,0.197
10597693,K02958.01,31.6084371,0.000242,1.89,0.61,634,38.1,36.03,6341,169,4.446,0.054,1.033,0.334
10601163,K05812.01,3.1318392,0.000682,1.5,0.49,1443,1025.14,1036.85,6070,193,4.246,0.215,1.159,0.385
10602291,K00210.01,20.92735802,8.378E-06,17.36,5.48,735,69.08,64.4,6126,171,4.358,0.112,1.109,0.35
10604521,K02797.01,0.868122253,2.723E-06,1.65,0.54,2047,4163.14,4139.82,6116,190,4.44,0.052,1.084,0.356
10604592,K04447.01,2.18660188,1.056E-05,0.98,0.08,1099,345.07,106.33,4904,148,4.535,0.078,0.772,0.06
10610039,K04577.02,3.07365139,2.796E-05,0.79,0.23,1215,515.92,433.34,6068,163,4.565,0.036,0.831,0.238
10610039,K04577.01,105.997107,0.001265,1.83,0.52,373,4.59,3.85,6068,163,4.565,0.036,0.831,0.238
10618044,K05815.01,207.767894,0.007029,3.52,2.61,379,4.85,11.9,5210,176,3.894,0.604,1.849,1.365
10647452,K04366.01,0.762950224,3.293E-06,1,0.18,1651,1763.73,1054.13,5385,187,4.61,0.037,0.731,0.132
10656508,K00211.01,124.03589939,9.126E-05,11.13,1.8,413,6.88,2.93,5822,79,4.244,0.143,1.28,0.207
10656842,K05816.01,82.508054,0.001318,14.04,0.52,878,140.61,19.31,4986,70,3.01,0.031,7.733,0.287
10658177,K05817.01,113.083522,0.002385,1.59,0.28,450,9.65,4.42,5903,79,4.179,0.176,1.4,0.246
10659624,K07354.01,43.2675604,0.0008243,1.61,0.25,664,45.99,18.53,5747,77,4.018,0.262,1.729,0.265
10662202,K00750.02,5.04413987,3.519E-05,1.18,0.04,862,130.09,19.42,4954,79,4.5,0.075,0.828,0.032
10662202,K00750.03,14.516741,0.0001564,1.45,0.06,606,31.8,4.75,4954,79,4.5,0.075,0.828,0.032
10663738,K04698.01,8.5275894,0.0001023,1.28,0.44,1049,286.1,282.78,6469,158,4.385,0.056,1.193,0.41
10663976,K05819.01,381.37504,0.03635,1.24,0.41,212,0.48,0.5,5513,183,4.614,0.029,0.729,0.243
10665228,K07358.01,11.3251153,0.0002504,1.26,0.17,674,48.78,23.97,5334,186,4.574,0.063,0.727,0.102
10665749,K07359.01,4.237447181,9.042E-06,2.26,0.68,1172,446.38,402.92,5993,180,4.425,0.101,0.993,0.298
10670112,K07360.01,4.0953585,7.179E-05,7.76,3.62,1680,1884.15,2594.63,6839,172,4.094,0.202,1.7,0.794
10674871,K02068.01,41.88970036,9.427E-05,32.16,9.68,515,16.66,14.7,5952,160,4.519,0.05,0.907,0.273
10676750,K04804.01,21.08678557,8.39E-05,2.08,0.52,651,42.44,31.53,6084,165,4.542,0.044,0.863,0.217
10676824,K00599.01,6.45442931,1.25E-05,2.48,0.75,999,234.98,215.93,6092,181,4.496,0.052,0.943,0.289
10680424,K07361.01,0.92623983,1.172E-05,1.16,0.12,1208,504.34,204.45,4494,161,4.692,0.032,0.591,0.062
10685764,K05822.01,17.634272,0.0001227,1.69,1.31,842,118.84,295.21,4885,125,3.815,0.74,1.979,1.533
10713616,K01311.01,83.5781976,0.000278,6.63,0.88,655,43.62,15.44,6056,81,3.788,0.264,2.562,0.341
10717241,K00430.02,9.340538,0.0001052,0.84,0.04,530,18.69,3.45,4200,84,4.664,0.022,0.607,0.028
10718726,K00600.02,294.055263,0.007495,2.8,1.29,288,1.64,2.21,6108,152,4.453,0.049,1.011,0.465
10730703,K02327.02,46.331703,0.0008285,1.39,0.52,441,8.98,10.12,5477,163,4.571,0.026,0.815,0.306
10736489,K07368.01,6.842939,,,,,99.24,96.28,,,,,,
10737437,K05825.01,208.047137,0.009334,2.05,0.78,363,4.12,4.69,5991,174,4.175,0.309,1.2,0.456
10743597,K00989.03,16.15811112,7.393E-05,86.13,36.08,660,44.83,57.04,5619,173,4.536,0.03,0.874,0.366
10745365,K04405.01,8.9172863,0.0002228,1.39,0.45,931,177.84,170.85,6210,175,4.467,0.054,0.986,0.32
10747162,K05826.01,30.561533,0.0003256,1.53,0.08,379,4.86,1.22,4294,132,4.609,0.052,0.664,0.035
10747501,K04891.01,4.7309013,4.079E-05,1.39,0.43,1065,303.67,280.41,5941,178,4.519,0.037,0.911,0.28
10749059,K03086.01,174.731515,0.003126,3,0.17,287,1.6,0.31,5201,83,4.447,0.098,0.897,0.051
10749128,K01639.02,9.9824036,0.0001718,1.17,0.67,966,205.65,358.67,6273,153,4.364,0.08,1.139,0.659
10751908,K07370.01,4.48538145,5.001E-05,0.96,0.25,962,202.75,161.8,5654,165,4.607,0.031,0.737,0.196
10788461,K03925.01,9.2075634,0.0003568,5.5,1.45,972,211.08,167.28,5678,171,4.215,0.246,1.303,0.341
10790401,K08031.01,254.336707,0.007809,13.97,0.41,586,27.88,3.42,5193,76,3.117,0.033,6.502,0.19
10793172,K02871.04,7.9788198,0.0001264,0.99,0.14,927,174.85,67.54,5553,74,4.33,0.137,1.098,0.161
10793172,K02871.02,5.36375016,3.904E-05,1.15,0.17,1059,296.73,114.62,5553,74,4.33,0.137,1.098,0.161
10793172,K02871.01,12.0999065,0.0001087,1.39,0.21,807,100.37,38.77,5553,74,4.33,0.137,1.098,0.161
10793172,K02871.03,18.0811429,0.0005316,0.75,0.33,638,39.18,50.79,5693,163,4.551,0.028,0.856,0.37
10793576,K03451.01,10.90752977,9.961E-05,1.58,0.52,955,196.51,192.83,6414,179,4.377,0.072,1.147,0.381
10794087,K01316.01,7.64970832,4.366E-05,1.43,0.23,1144,404.99,178.19,5855,105,4.125,0.168,1.613,0.255
10794974,K04235.01,66.6434565,0.0003688,2.99,0.62,476,12.17,6.56,5751,77,4.339,0.1,1.164,0.242
10798331,K02373.01,147.281212,0.001212,2.28,0.35,353,3.69,1.62,5708,114,4.365,0.115,1.054,0.161
10802364,K05829.01,583.8531,0.01404,1.97,0.71,196,0.35,0.37,5591,153,4.559,0.021,0.86,0.309
10809888,K05830.01,72.782432,0.001405,11.19,0.71,924,172.28,33.84,5099,72,3.021,0.03,7.317,0.465
