# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed May 30 20:29:12 2018
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_massjerr1:   Planet Mass Upper Unc. [Jupiter mass]
# COLUMN pl_massjerr2:   Planet Mass Lower Unc. [Jupiter mass]
# COLUMN pl_massjlim:    Planet Mass Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_rads:        Planet Radius [Solar radii]
# COLUMN pl_radserr1:    Planet Radius Upper Unc. [Solar radii]
# COLUMN pl_radserr2:    Planet Radius Lower Unc. [Solar radii]
# COLUMN pl_radslim:     Planet Radius Limit Flag
# COLUMN pl_disc:        Year of Discovery
# COLUMN hd_name:        HD Name
# COLUMN hip_name:       HIP Name
#
loc_rowid,pl_name,pl_hostname,pl_letter,pl_discmethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_kepflag,pl_nnotes,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,pl_disc,hd_name,hip_name
3045,Kepler-711 b,Kepler-711,b,Transit,23.58914398,0.00006647,-0.00006647,0,,,,,,,,,,,,,0.304,0.030,-0.056,0,,,,,1,1,664.00,76.22,-56.76,0,15.316,,0,Kepler-band,,,,5222.00,236.98,-219.60,0,0.84,0.06,-0.06,0,0.80,0.08,-0.06,0,,,,,3.410,0.340,-0.630,0,0.031,0.003,-0.006,0,2016,,
3046,Kepler-712 b,Kepler-712,b,Transit,21.02247699,0.00004431,-0.00004431,0,,,,,,,,,,,,,0.304,0.012,-0.010,0,,,,,1,1,944.00,31.55,-31.79,0,15.859,,0,Kepler-band,,,,5148.00,83.48,-78.09,0,0.84,0.03,-0.04,0,0.78,0.02,-0.02,0,,,,,3.410,0.140,-0.110,0,0.031,0.001,-0.001,0,2016,,
3047,Kepler-712 c,Kepler-712,c,Transit,226.89047000,0.00109600,-0.00109600,0,,,,,,,,,,,,,0.433,0.023,-0.037,0,,,,,1,1,944.00,31.55,-31.79,0,15.859,,0,Kepler-band,,,,5148.00,83.48,-78.09,0,0.84,0.03,-0.04,0,0.78,0.02,-0.02,0,,,,,4.850,0.260,-0.410,0,0.044,0.002,-0.004,0,2016,,
3048,Kepler-713 b,Kepler-713,b,Transit,7.41114100,0.00001344,-0.00001344,0,,,,,,,,,,,,,0.221,0.045,-0.026,0,,,,,1,1,1003.00,209.52,-127.60,0,15.031,,0,Kepler-band,,,,5785.00,265.49,-233.97,0,0.98,0.11,-0.08,0,0.99,0.20,-0.12,0,,,,,2.480,0.500,-0.290,0,0.023,0.005,-0.003,0,2016,,
3049,Kepler-714 b,Kepler-714,b,Transit,8.09888799,0.00000219,-0.00000219,0,,,,,,,,,,,,,0.863,0.222,-0.090,0,,,,,1,1,1460.00,363.85,-160.80,0,15.261,,0,Kepler-band,,,,5995.00,106.70,-117.06,0,1.09,0.08,-0.07,0,1.12,0.29,-0.12,0,,,,,9.670,2.490,-1.010,0,0.089,0.023,-0.009,0,2016,,
3050,Kepler-715 b,Kepler-715,b,Transit,10.00652995,0.00001932,-0.00001932,0,,,,,,,,,,,,,0.335,0.074,-0.045,0,,,,,1,1,1214.00,266.32,-120.49,0,15.063,,0,Kepler-band,,,,5871.00,99.55,-97.10,0,1.04,0.06,-0.06,0,1.04,0.23,-0.10,0,,,,,3.750,0.830,-0.500,0,0.034,0.008,-0.005,0,2016,,
3051,Kepler-716 b,Kepler-716,b,Transit,10.37168453,0.00001449,-0.00001449,0,,,,,,,,,,,,,0.259,0.031,-0.015,0,,,,,1,1,675.00,37.17,-38.11,0,15.193,,0,Kepler-band,,,,5099.00,52.72,-72.75,0,0.83,0.04,-0.04,0,0.78,0.04,-0.04,0,,,,,2.900,0.350,-0.170,0,0.027,0.003,-0.002,0,2016,,
3052,Kepler-717 b,Kepler-717,b,Transit,4.40840023,0.00001493,-0.00001493,0,,,,,,,,,,,,,0.216,0.022,-0.031,0,,,,,1,1,1126.00,119.93,-85.06,0,15.662,,0,Kepler-band,,,,5485.00,120.85,-81.84,0,0.88,0.05,-0.05,0,0.85,0.09,-0.06,0,,,,,2.420,0.250,-0.350,0,0.022,0.002,-0.003,0,2016,,
3053,Kepler-718 b,Kepler-718,b,Transit,2.05234990,0.00000015,-0.00000015,0,,,,,,,,,,,,,1.477,0.622,-0.278,0,,,,,1,1,1520.00,661.22,-306.43,0,15.257,,0,Kepler-band,,,,6191.00,307.31,-307.12,0,1.18,0.23,-0.14,0,1.30,0.55,-0.24,0,,,,,16.560,6.970,-3.120,0,0.152,0.064,-0.029,0,2016,,
3054,Kepler-719 b,Kepler-719,b,Transit,5.00731778,0.00000125,-0.00000125,0,,,,,,,,,,,,,0.760,0.163,-0.080,0,,,,,1,1,1427.00,313.69,-169.25,0,15.813,,0,Kepler-band,,,,5777.00,199.43,-220.79,0,0.99,0.08,-0.07,0,0.98,0.21,-0.10,0,,,,,8.520,1.830,-0.900,0,0.078,0.017,-0.008,0,2016,,
3055,Kepler-720 b,Kepler-720,b,Transit,4.70832654,0.00000073,-0.00000073,0,,,,,,,,,,,,,0.750,0.144,-0.071,0,,,,,1,1,880.00,191.51,-93.94,0,15.113,,0,Kepler-band,,,,5618.00,328.49,-250.53,0,0.95,0.11,-0.07,0,0.92,0.18,-0.09,0,,,,,8.410,1.610,-0.800,0,0.077,0.015,-0.007,0,2016,,
3056,Kepler-721 b,Kepler-721,b,Transit,5.39202539,0.00000677,-0.00000677,0,,,,,,,,,,,,,0.236,0.012,-0.012,0,,,,,1,1,848.00,42.02,-43.00,0,15.651,,0,Kepler-band,,,,5075.00,53.60,-56.09,0,0.82,0.04,-0.04,0,0.78,0.04,-0.04,0,,,,,2.640,0.140,-0.140,0,0.024,0.001,-0.001,0,2016,,
3057,Kepler-722 b,Kepler-722,b,Transit,4.09357325,0.00000810,-0.00000810,0,,,,,,,,,,,,,0.235,0.063,-0.026,0,,,,,1,1,1375.00,364.25,-157.69,0,15.399,,0,Kepler-band,,,,5863.00,103.52,-131.89,0,1.03,0.07,-0.07,0,1.05,0.28,-0.11,0,,,,,2.630,0.710,-0.290,0,0.024,0.007,-0.003,0,2016,,
3058,Kepler-722 c,Kepler-722,c,Transit,105.14474900,0.00167500,-0.00167500,0,,,,,,,,,,,,,0.252,0.050,-0.029,0,,,,,1,1,1375.00,364.25,-157.69,0,15.399,,0,Kepler-band,,,,5863.00,103.52,-131.89,0,1.03,0.07,-0.07,0,1.05,0.28,-0.11,0,,,,,2.820,0.560,-0.330,0,0.026,0.005,-0.003,0,2016,,
3059,Kepler-723 b,Kepler-723,b,Transit,4.08227507,0.00000023,-0.00000023,0,,,,,,,,,,,,,1.088,0.141,-0.070,0,,,,,1,1,965.00,125.65,-67.84,0,15.198,,0,Kepler-band,,,,5539.00,75.49,-85.21,0,0.92,0.04,-0.05,0,0.89,0.12,-0.06,0,,,,,12.190,1.580,-0.790,0,0.112,0.014,-0.007,0,2016,,
3060,Kepler-724 b,Kepler-724,b,Transit,3.31494634,0.00000172,-0.00000172,0,,,,,,,,,,,,,0.294,0.036,-0.021,0,,,,,1,1,862.00,109.41,-64.79,0,15.142,,0,Kepler-band,,,,5437.00,176.17,-122.72,0,0.90,0.06,-0.05,0,0.86,0.10,-0.06,0,,,,,3.290,0.400,-0.230,0,0.030,0.004,-0.002,0,2016,,
3061,Kepler-725 b,Kepler-725,b,Transit,39.64317811,0.00001110,-0.00001110,0,,,,,,,,,,,,,0.948,0.076,-0.053,0,,,,,1,1,778.00,61.40,-47.19,0,15.011,,0,Kepler-band,,,,5363.00,59.19,-62.84,0,0.88,0.04,-0.04,0,0.84,0.07,-0.05,0,,,,,10.630,0.850,-0.590,0,0.097,0.008,-0.005,0,2016,,
3062,Kepler-726 b,Kepler-726,b,Transit,21.80451088,0.00004512,-0.00004512,0,,,,,,,,,,,,,0.291,0.029,-0.031,0,,,,,1,1,838.00,85.17,-66.83,0,15.067,,0,Kepler-band,,,,5452.00,122.89,-94.31,0,0.88,0.05,-0.05,0,0.85,0.08,-0.07,0,,,,,3.260,0.320,-0.350,0,0.030,0.003,-0.003,0,2016,,
3063,Kepler-727 b,Kepler-727,b,Transit,5.15448442,0.00000858,-0.00000858,0,,,,,,,,,,,,,0.226,0.031,-0.028,0,,,,,1,1,892.00,102.89,-71.83,0,15.365,,0,Kepler-band,,,,5441.00,107.87,-157.44,0,0.89,0.05,-0.06,0,0.86,0.10,-0.06,0,,,,,2.530,0.350,-0.310,0,0.023,0.003,-0.003,0,2016,,
3064,Kepler-728 b,Kepler-728,b,Transit,5.74347727,0.00000717,-0.00000717,0,,,,,,,,,,,,,0.298,0.040,-0.023,0,,,,,1,1,1236.00,169.29,-102.09,0,15.543,,0,Kepler-band,,,,5660.00,133.10,-108.40,0,0.95,0.06,-0.06,0,0.93,0.12,-0.07,0,,,,,3.340,0.450,-0.260,0,0.031,0.004,-0.002,0,2016,,
3065,Kepler-729 b,Kepler-729,b,Transit,3.16635371,0.00000242,-0.00000242,0,,,,,,,,,,,,,0.319,0.037,-0.022,0,,,,,1,1,1271.00,152.30,-92.13,0,15.603,,0,Kepler-band,,,,5633.00,71.02,-56.34,0,0.94,0.04,-0.06,0,0.91,0.11,-0.06,0,,,,,3.580,0.420,-0.250,0,0.033,0.004,-0.002,0,2016,,
3066,Kepler-730 b,Kepler-730,b,Transit,6.49168426,0.00000165,-0.00000165,0,,,,,,,,,,,,,0.822,0.227,-0.072,0,,,,,1,1,1455.00,405.92,-130.20,0,15.649,,0,Kepler-band,,,,5726.00,64.76,-67.38,0,1.00,0.05,-0.04,0,1.01,0.28,-0.09,0,,,,,9.210,2.550,-0.810,0,0.084,0.023,-0.007,0,2016,,
3067,Kepler-731 b,Kepler-731,b,Transit,3.85560355,0.00000029,-0.00000029,0,,,,,,,,,,,,,1.238,0.284,-0.136,0,,,,,1,1,1311.00,302.36,-153.48,0,15.272,,0,Kepler-band,,,,5849.00,200.38,-139.51,0,1.03,0.09,-0.06,0,1.06,0.24,-0.12,0,,,,,13.880,3.180,-1.520,0,0.127,0.029,-0.014,0,2016,,
3068,Kepler-732 b,Kepler-732,b,Transit,9.46781405,0.00000618,-0.00000618,0,,,,,,,,,,,,,0.194,0.011,-0.014,0,,,,,1,1,150.00,11.13,-13.53,0,15.073,,0,Kepler-band,,,,3631.00,35.05,-37.03,0,0.49,0.03,-0.03,0,0.46,0.03,-0.03,0,,,,,2.180,0.120,-0.160,0,0.020,0.001,-0.001,0,2016,,
3069,Kepler-732 c,Kepler-732,c,Transit,0.89304124,0.00000046,-0.00000046,0,,,,,,,,,,,,,0.113,0.006,-0.009,0,,,,,1,1,150.00,11.13,-13.53,0,15.073,,0,Kepler-band,,,,3631.00,35.05,-37.03,0,0.49,0.03,-0.03,0,0.46,0.03,-0.03,0,,,,,1.270,0.070,-0.100,0,0.012,0.001,-0.001,0,2016,,
3070,Kepler-733 b,Kepler-733,b,Transit,20.83424726,0.00005682,-0.00005682,0,,,,,,,,,,,,,0.252,0.041,-0.017,0,,,,,1,1,980.00,89.42,-63.68,0,15.412,,0,Kepler-band,,,,5418.00,89.83,-94.34,0,0.90,0.04,-0.05,0,0.86,0.08,-0.05,0,,,,,2.820,0.460,-0.190,0,0.026,0.004,-0.002,0,2016,,
3071,Kepler-734 b,Kepler-734,b,Transit,6.10485286,0.00000289,-0.00000289,0,,,,,,,,,,,,,0.318,0.012,-0.012,0,,,,,1,1,553.00,23.23,-22.51,0,15.017,,0,Kepler-band,,,,5326.00,51.69,-44.60,0,0.85,0.03,-0.04,0,0.78,0.03,-0.03,0,,,,,3.560,0.140,-0.130,0,0.033,0.001,-0.001,0,2016,,
3072,Kepler-735 b,Kepler-735,b,Transit,11.51516988,0.00001516,-0.00001516,0,,,,,,,,,,,,,0.263,0.014,-0.011,0,,,,,1,1,790.00,39.64,-33.10,0,15.386,,0,Kepler-band,,,,5107.00,42.91,-45.51,0,0.85,0.03,-0.04,0,0.80,0.04,-0.03,0,,,,,2.950,0.160,-0.120,0,0.027,0.001,-0.001,0,2016,,
3073,Kepler-736 b,Kepler-736,b,Transit,3.60147201,0.00000543,-0.00000543,0,,,,,,,,,,,,,0.261,0.015,-0.047,0,,,,,1,1,1007.00,60.06,-55.57,0,15.733,,0,Kepler-band,,,,5217.00,50.31,-50.86,0,0.86,0.04,-0.05,0,0.81,0.05,-0.04,0,,,,,2.930,0.170,-0.530,0,0.027,0.002,-0.005,0,2016,,
3074,Kepler-737 b,Kepler-737,b,Transit,28.59915399,0.00005673,-0.00005673,0,,,,,,,,,,,,,0.175,0.010,-0.010,0,,,,,1,1,195.00,14.08,-12.73,0,15.190,,0,Kepler-band,,,,3813.00,40.13,-38.49,0,0.51,0.03,-0.03,0,0.48,0.03,-0.02,0,,,,,1.960,0.110,-0.110,0,0.018,0.001,-0.001,0,2016,,
3075,Kepler-738 b,Kepler-738,b,Transit,24.58721573,0.00008802,-0.00008802,0,,,,,,,,,,,,,0.223,0.018,-0.015,0,,,,,1,1,992.00,72.65,-70.33,0,15.598,,0,Kepler-band,,,,5327.00,66.34,-61.93,0,0.86,0.04,-0.05,0,0.82,0.06,-0.05,0,,,,,2.500,0.200,-0.170,0,0.023,0.002,-0.002,0,2016,,
3076,Kepler-739 b,Kepler-739,b,Transit,12.53248465,0.00002295,-0.00002295,0,,,,,,,,,,,,,0.296,0.044,-0.026,0,,,,,1,1,1128.00,146.14,-88.80,0,15.485,,0,Kepler-band,,,,5601.00,89.95,-87.84,0,0.93,0.05,-0.06,0,0.90,0.11,-0.07,0,,,,,3.320,0.490,-0.290,0,0.030,0.004,-0.003,0,2016,,
3077,Kepler-74 b,Kepler-74,b,Transit,7.34071100,0.00000600,-0.00000600,0,0.000000,,,0,87.460,0.070,-0.070,0,0.63000,0.12000,-0.12000,0,0.960,0.020,-0.020,0,0.88000,0.18000,-0.18000,0,1,1,1330.00,170.00,-170.00,0,14.230,,0,V (Johnson),,,,6000.00,100.00,-100.00,0,1.18,0.04,-0.04,0,1.12,0.04,-0.04,0,0.63000,0.12000,-0.12000,0,10.760,0.220,-0.220,0,0.099,0.002,-0.002,0,2013,,
3078,Kepler-740 b,Kepler-740,b,Transit,3.58410122,0.00000199,-0.00000199,0,,,,,,,,,,,,,0.408,0.047,-0.024,0,,,,,1,1,1262.00,143.42,-79.76,0,15.954,,0,Kepler-band,,,,5438.00,62.55,-80.55,0,0.91,0.04,-0.04,0,0.87,0.10,-0.05,0,,,,,4.570,0.530,-0.270,0,0.042,0.005,-0.002,0,2016,,
3079,Kepler-741 b,Kepler-741,b,Transit,7.03902374,0.00001488,-0.00001488,0,,,,,,,,,,,,,0.265,0.090,-0.031,0,,,,,1,1,1530.00,517.38,-193.10,0,15.067,,0,Kepler-band,,,,6129.00,80.64,-111.81,0,1.16,0.13,-0.08,0,1.24,0.42,-0.15,0,,,,,2.970,1.010,-0.350,0,0.027,0.009,-0.003,0,2016,,
3080,Kepler-742 b,Kepler-742,b,Transit,8.36086824,0.00000631,-0.00000631,0,,,,,,,,,,,,,0.289,0.010,-0.015,0,,,,,1,1,499.00,19.86,-21.07,0,15.223,,0,Kepler-band,,,,4642.00,41.76,-44.03,0,0.76,0.03,-0.04,0,0.71,0.02,-0.03,0,,,,,3.240,0.110,-0.170,0,0.030,0.001,-0.002,0,2016,,
3081,Kepler-743 b,Kepler-743,b,Transit,3.17926292,0.00000252,-0.00000252,0,,,,,,,,,,,,,0.108,0.003,-0.004,0,,,,,1,1,258.00,7.01,-7.17,0,12.550,,0,Kepler-band,,,,5486.00,77.47,-78.82,0,0.94,0.03,-0.03,0,0.85,0.02,-0.02,0,,,,,1.210,0.030,-0.050,0,0.011,0.000,0.000,0,2016,,
3082,Kepler-744 b,Kepler-744,b,Transit,12.06222443,0.00002649,-0.00002649,0,,,,,,,,,,,,,0.145,0.011,-0.008,0,,,,,1,1,486.00,34.28,-26.91,0,13.581,,0,Kepler-band,,,,5594.00,84.04,-77.39,0,0.94,0.04,-0.04,0,0.93,0.06,-0.05,0,,,,,1.620,0.120,-0.090,0,0.015,0.001,-0.001,0,2016,,
3083,Kepler-745 b,Kepler-745,b,Transit,9.93143556,0.00005945,-0.00005945,0,,,,,,,,,,,,,0.193,0.052,-0.020,0,,,,,1,1,1199.00,315.69,-128.59,0,15.214,,0,Kepler-band,,,,5849.00,106.52,-158.12,0,1.04,0.07,-0.07,0,1.04,0.28,-0.10,0,,,,,2.160,0.580,-0.220,0,0.020,0.005,-0.002,0,2016,,
3084,Kepler-746 b,Kepler-746,b,Transit,3.48159251,0.00001115,-0.00001115,0,,,,,,,,,,,,,0.099,0.012,-0.008,0,,,,,1,1,450.00,50.64,-34.82,0,13.615,,0,Kepler-band,,,,5418.00,87.09,-89.83,0,0.91,0.04,-0.03,0,0.93,0.10,-0.07,0,,,,,1.110,0.130,-0.090,0,0.010,0.001,-0.001,0,2016,,
3085,Kepler-747 b,Kepler-747,b,Transit,35.61760587,0.00005345,-0.00005345,0,,,,,,,,,,,,,0.470,0.026,-0.025,0,,,,,1,1,855.00,50.21,-51.03,0,15.703,,0,Kepler-band,,,,5096.00,70.39,-92.77,0,0.82,0.04,-0.05,0,0.78,0.04,-0.04,0,,,,,5.270,0.290,-0.280,0,0.048,0.003,-0.003,0,2016,,
3086,Kepler-748 b,Kepler-748,b,Transit,7.40742793,0.00003434,-0.00003434,0,,,,,,,,,,,,,0.225,0.058,-0.026,0,,,,,1,1,1271.00,325.65,-148.18,0,15.242,,0,Kepler-band,,,,5934.00,95.16,-141.93,0,1.07,0.09,-0.07,0,1.10,0.28,-0.12,0,,,,,2.520,0.650,-0.290,0,0.023,0.006,-0.003,0,2016,,
3087,Kepler-749 b,Kepler-749,b,Transit,17.31716585,0.00004602,-0.00004602,0,,,,,,,,,,,,,0.277,0.021,-0.023,0,,,,,1,1,753.00,66.39,-61.74,0,15.759,,0,Kepler-band,,,,5009.00,218.03,-165.40,0,0.79,0.06,-0.05,0,0.75,0.06,-0.06,0,,,,,3.100,0.230,-0.260,0,0.028,0.002,-0.002,0,2016,,
3088,Kepler-75 b,Kepler-75,b,Transit,8.88491160,0.00000340,-0.00000340,0,0.570000,0.010000,-0.010000,0,89.120,0.510,-0.640,0,10.10000,0.40000,-0.40000,0,1.050,0.030,-0.030,0,11.00000,0.80000,-0.90000,0,1,1,1140.00,250.00,-160.00,0,15.264,,0,Kepler-band,,,,5200.00,100.00,-100.00,0,0.91,0.04,-0.04,0,0.89,0.02,-0.02,0,10.10000,0.40000,-0.40000,0,11.770,0.340,-0.340,0,0.108,0.003,-0.003,0,2013,,
3089,Kepler-750 b,Kepler-750,b,Transit,9.42887179,0.00002438,-0.00002438,0,,,,,,,,,,,,,0.274,0.095,-0.036,0,,,,,1,1,1181.00,409.70,-160.03,0,14.500,,0,Kepler-band,,,,6160.00,90.96,-121.55,0,1.15,0.14,-0.08,0,1.23,0.42,-0.16,0,,,,,3.070,1.060,-0.400,0,0.028,0.010,-0.004,0,2016,,
3090,Kepler-750 c,Kepler-750,c,Transit,4.08899022,0.00001934,-0.00001934,0,,,,,,,,,,,,,0.145,0.058,-0.020,0,,,,,1,1,1181.00,409.70,-160.03,0,14.500,,0,Kepler-band,,,,6160.00,90.96,-121.55,0,1.15,0.14,-0.08,0,1.23,0.42,-0.16,0,,,,,1.620,0.650,-0.220,0,0.015,0.006,-0.002,0,2016,,
3091,Kepler-751 b,Kepler-751,b,Transit,17.44490636,0.00004200,-0.00004200,0,,,,,,,,,,,,,0.219,0.021,-0.016,0,,,,,1,1,748.00,73.71,-56.49,0,15.007,,0,Kepler-band,,,,5387.00,131.81,-138.29,0,0.87,0.05,-0.06,0,0.84,0.08,-0.06,0,,,,,2.460,0.230,-0.180,0,0.023,0.002,-0.002,0,2016,,
3092,Kepler-752 b,Kepler-752,b,Transit,18.82747265,0.00008811,-0.00008811,0,,,,,,,,,,,,,0.251,0.023,-0.019,0,,,,,1,1,1075.00,98.23,-80.09,0,15.762,,0,Kepler-band,,,,5373.00,161.73,-107.25,0,0.87,0.05,-0.06,0,0.83,0.07,-0.06,0,,,,,2.810,0.260,-0.210,0,0.026,0.002,-0.002,0,2016,,
3093,Kepler-753 b,Kepler-753,b,Transit,5.74772501,0.00000838,-0.00000838,0,,,,,,,,,,,,,0.170,0.022,-0.008,0,,,,,1,1,278.00,10.04,-12.07,0,14.496,,0,Kepler-band,,,,4346.00,51.36,-39.68,0,0.68,0.03,-0.03,0,0.65,0.02,-0.02,0,,,,,1.910,0.250,-0.090,0,0.018,0.002,-0.001,0,2016,,
3094,Kepler-754 b,Kepler-754,b,Transit,14.55962370,0.00020130,-0.00020130,0,,,,,,,,,,,,,0.179,0.043,-0.023,0,,,,,1,1,1192.00,281.57,-141.53,0,15.160,,0,Kepler-band,,,,5935.00,126.07,-181.97,0,1.06,0.08,-0.08,0,1.08,0.26,-0.12,0,,,,,2.010,0.480,-0.260,0,0.018,0.004,-0.002,0,2016,,
3095,Kepler-755 b,Kepler-755,b,Transit,1.26909037,0.00000100,-0.00000100,0,,,,,,,,,,,,,0.157,0.005,-0.028,0,,,,,1,1,368.00,12.21,-12.03,0,13.999,,0,Kepler-band,,,,5043.00,89.62,-83.54,0,0.82,0.03,-0.04,0,0.77,0.02,-0.02,0,,,,,1.760,0.060,-0.310,0,0.016,0.001,-0.003,0,2016,,
3096,Kepler-755 c,Kepler-755,c,Transit,2.85313364,0.00000412,-0.00000412,0,,,,,,,,,,,,,0.112,0.004,-0.004,0,,,,,1,1,368.00,12.21,-12.03,0,13.999,,0,Kepler-band,,,,5043.00,89.62,-83.54,0,0.82,0.03,-0.04,0,0.77,0.02,-0.02,0,,,,,1.260,0.050,-0.050,0,0.012,0.000,0.000,0,2016,,
3097,Kepler-756 b,Kepler-756,b,Transit,1.22486632,0.00000384,-0.00000384,0,,,,,,,,,,,,,0.100,0.008,-0.009,0,,,,,1,1,852.00,65.64,-74.99,0,15.376,,0,Kepler-band,,,,5282.00,97.87,-62.48,0,0.82,0.06,-0.06,0,0.79,0.06,-0.07,0,,,,,1.120,0.090,-0.100,0,0.010,0.001,-0.001,0,2016,,
3098,Kepler-757 b,Kepler-757,b,Transit,1.02267882,0.00000244,-0.00000244,0,,,,,,,,,,,,,0.121,0.041,-0.020,0,,,,,1,1,1016.00,349.26,-177.34,0,14.803,,0,Kepler-band,,,,6014.00,221.13,-288.93,0,1.08,0.14,-0.11,0,1.13,0.38,-0.18,0,,,,,1.360,0.460,-0.220,0,0.012,0.004,-0.002,0,2016,,
3099,Kepler-758 b,Kepler-758,b,Transit,12.10971040,0.00007142,-0.00007142,0,,,,,,,,,,,,,0.221,0.049,-0.036,0,,,,,1,1,1353.00,292.62,-212.60,0,14.348,,0,Kepler-band,,,,6228.00,72.21,-60.59,0,1.16,0.12,-0.08,0,1.42,0.31,-0.23,0,,,,,2.480,0.550,-0.400,0,0.023,0.005,-0.004,0,2016,,
3100,Kepler-758 c,Kepler-758,c,Transit,4.75793986,0.00003846,-0.00003846,0,,,,,,,,,,,,,0.151,0.033,-0.026,0,,,,,1,1,1353.00,292.62,-212.60,0,14.348,,0,Kepler-band,,,,6228.00,72.21,-60.59,0,1.16,0.12,-0.08,0,1.42,0.31,-0.23,0,,,,,1.690,0.370,-0.290,0,0.015,0.003,-0.003,0,2016,,
