# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun 13 15:30:11 2019
#
# User preference: *
#
# CONSTRAINT:  where (koi_disposition like 'CAN%')
# CONSTRAINT:  order by koi_disposition asc
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
7868967,K06925.01,,CANDIDATE,CANDIDATE,,12.948925600,1.8530000e-04,-1.8530000e-04,142.4450000,1.370000e-02,-1.370000e-02,0.0847,0.4753,-0.0846,2.16200,0.68500,-0.68500,3.3100e+02,1.250e+02,-1.250e+02,0.94,9.000e-02,-1.300e-01,416.0,,,7.09,2.14,-2.47,7.20,1,q1_q17_dr24_tce,3867.00,80.00,-135.00,4.734,0.070,-0.070,0.5250,0.0500,-0.0700,281.356780,43.658352,15.663
8489260,K07889.01,,CANDIDATE,CANDIDATE,0.3860,130.235324000,3.0300000e-03,-3.0300000e-03,218.2719000,2.010000e-02,-2.010000e-02,0.0750,0.3870,-0.0750,5.67800,0.53400,-0.53400,7.5010e+02,9.140e+01,-9.140e+01,2.44,6.800e-01,-2.300e-01,332.0,,,2.86,2.38,-0.80,9.70,1,q1_q17_dr25_tce,5616.00,166.00,-183.00,4.529,0.036,-0.192,0.9030,0.2510,-0.0840,289.574520,44.519939,15.991
8540376,K07892.01,,CANDIDATE,CANDIDATE,0.9940,10.692115000,3.3130000e-03,-3.3130000e-03,141.1160000,4.330000e-01,-4.330000e-01,0.7340,0.2210,-0.5070,4.65700,0.44000,-0.44000,4.0840e+02,5.120e+01,-5.120e+01,2.71,8.200e-01,-4.500e-01,1008.0,,,244.47,214.97,-98.88,9.40,1,q1_q17_dr25_tce,6474.00,159.00,-250.00,4.311,0.108,-0.201,1.2420,0.3800,-0.2050,282.377530,44.694592,14.294
10388451,K07319.01,,CANDIDATE,CANDIDATE,,17.167767500,2.7080000e-04,-2.7080000e-04,142.9943000,1.180000e-02,-1.180000e-02,0.4828,0.0044,-0.4828,2.97500,0.40500,-0.40500,3.3510e+02,4.800e+01,-4.800e+01,0.97,1.000e-01,-9.000e-02,370.0,,,4.43,1.17,-0.99,7.40,1,q1_q17_dr24_tce,3761.00,50.00,-50.00,4.724,0.060,-0.060,0.5260,0.0500,-0.0500,283.847560,47.515659,15.929
10396708,K07320.01,,CANDIDATE,CANDIDATE,1.0000,8.502077490,9.3300000e-05,-9.3300000e-05,132.3612100,9.400000e-03,-9.400000e-03,0.0730,0.3800,-0.0720,3.05700,0.26900,-0.26900,1.1730e+02,1.280e+01,-1.280e+01,0.75,7.000e-02,-7.000e-02,679.0,,,50.14,16.48,-13.42,10.50,1,q1_q17_dr25_tce,4889.00,146.00,-131.00,4.570,0.066,-0.044,0.7150,0.0620,-0.0690,288.297150,47.560040,14.755
11495989,K07449.01,,CANDIDATE,CANDIDATE,,1.322475635,5.5080000e-06,-5.5080000e-06,132.6677700,3.220000e-03,-3.220000e-03,1.1980,0.4449,-0.1320,5.30700,0.16000,-0.16000,9.9730e+02,2.720e+01,-2.720e+01,14.03,9.200e-01,-1.000e+00,1097.0,,,342.59,92.77,-79.07,53.90,1,q1_q17_dr24_tce,4668.00,133.00,-132.00,4.700,0.053,-0.053,0.5480,0.0360,-0.0390,285.376710,49.461712,14.335
11551652,K07455.01,,CANDIDATE,CANDIDATE,,3.773744000,1.8330000e-04,-1.8330000e-04,131.8309000,3.240000e-02,-3.240000e-02,0.9606,0.0188,-0.6664,15.20000,2.30000,-2.30000,8.5200e+01,1.020e+01,-1.020e+01,2.44,8.200e-01,-8.100e-01,2001.0,,,3791.11,3898.65,-2362.11,5.70,2,q1_q17_dr24_tce,7302.00,232.00,-309.00,3.965,0.248,-0.248,2.0690,0.6990,-0.6840,287.575010,49.551167,11.419
2449245,K06274.01,,CANDIDATE,CANDIDATE,0.9970,18.177292700,4.9010000e-04,-4.9010000e-04,145.8085000,2.000000e-02,-2.000000e-02,0.0390,0.4300,-0.0390,4.70300,0.75800,-0.75800,2.1310e+02,3.200e+01,-3.200e+01,1.50,4.700e-01,-1.600e-01,737.0,,,69.62,64.86,-21.95,7.90,1,q1_q17_dr25_tce,6158.00,171.00,-236.00,4.455,0.052,-0.208,1.0260,0.3240,-0.1080,292.730260,37.787182,15.324
2557350,K06276.01,,CANDIDATE,CANDIDATE,0.9600,3.098728340,2.5330000e-05,-2.5330000e-05,134.3928100,6.720000e-03,-6.720000e-03,0.1330,0.3390,-0.1330,1.89000,0.23700,-0.23700,2.4800e+02,3.000e+01,-3.000e+01,0.64,5.000e-02,-6.000e-02,579.0,,,26.60,6.64,-6.55,10.10,1,q1_q17_dr25_tce,3628.00,58.00,-65.00,4.842,0.044,-0.036,0.4100,0.0340,-0.0410,286.819150,37.859009,15.870
4372620,K06409.01,,CANDIDATE,CANDIDATE,,19.931060200,3.9930000e-04,-3.9930000e-04,145.7465000,1.670000e-02,-1.670000e-02,0.0766,0.3760,-0.0765,8.48000,0.43100,-0.43100,9.7900e+01,8.500e+00,-8.500e+00,2.42,1.090e+00,-1.300e+00,960.0,,,201.01,275.50,-162.64,14.20,1,q1_q17_dr24_tce,5500.00,173.00,-154.00,3.775,0.517,-0.517,2.4910,1.1140,-1.3390,293.578700,39.447979,13.370
5171707,K06532.01,,CANDIDATE,CANDIDATE,1.0000,0.813998812,2.2820000e-06,-2.2820000e-06,132.1244000,2.270000e-03,-2.270000e-03,0.0450,0.4060,-0.0450,0.67500,0.10100,-0.10100,1.8340e+02,1.840e+01,-1.840e+01,1.36,3.800e-01,-2.000e-01,1933.0,,,3285.52,2749.57,-1149.97,13.70,1,q1_q17_dr25_tce,5705.00,156.00,-173.00,4.424,0.101,-0.188,0.9890,0.2810,-0.1410,286.748570,40.365440,15.567
6111011,K06664.01,,CANDIDATE,CANDIDATE,0.2120,14.763914500,2.6550000e-04,-2.6550000e-04,133.5320000,1.660000e-02,-1.660000e-02,0.0160,0.4580,-0.0160,3.14000,0.58100,-0.58100,1.6250e+02,3.160e+01,-3.160e+01,0.93,1.700e-01,-8.000e-02,632.0,,,37.74,22.22,-9.13,7.70,1,q1_q17_dr25_tce,5541.00,166.00,-149.00,4.613,0.040,-0.112,0.7330,0.1380,-0.0590,287.467380,41.471630,15.559
6128245,K06666.01,,CANDIDATE,CANDIDATE,0.9550,1.118510435,7.0690000e-06,-7.0690000e-06,131.6088200,4.890000e-03,-4.890000e-03,0.2510,0.2140,-0.2510,1.11100,0.20000,-0.20000,7.2700e+01,9.800e+00,-9.800e+00,0.75,2.100e-01,-8.000e-02,1684.0,,,1898.51,1579.81,-521.77,9.90,1,q1_q17_dr25_tce,5918.00,160.00,-178.00,4.544,0.036,-0.204,0.8650,0.2450,-0.0820,293.279300,41.403679,14.796
6956176,K06798.01,,CANDIDATE,CANDIDATE,0.9960,2.641852680,5.3580000e-05,-5.3580000e-05,131.9331000,1.860000e-02,-1.860000e-02,0.1990,0.2610,-0.1990,1.76000,0.92100,-0.92100,1.4980e+02,1.930e+01,-1.930e+01,3.56,2.120e+00,-1.410e+00,2104.0,,,4636.69,8543.09,-3084.92,7.90,1,q1_q17_dr25_tce,5195.00,144.00,-104.00,3.409,0.310,-0.310,2.9350,1.7500,-1.1670,294.077390,42.402241,13.533
7902204,K06931.01,,CANDIDATE,CANDIDATE,0.9720,2.540311210,2.1980000e-05,-2.1980000e-05,133.7784900,7.190000e-03,-7.190000e-03,0.2950,0.1540,-0.2950,1.83000,0.23900,-0.23900,1.7330e+02,2.070e+01,-2.070e+01,1.20,3.400e-01,-9.000e-02,1268.0,,,611.31,511.08,-151.85,10.10,1,q1_q17_dr25_tce,5778.00,162.00,-182.00,4.531,0.036,-0.204,0.9110,0.2570,-0.0690,295.502290,43.609871,15.921
8566113,K07061.01,,CANDIDATE,CANDIDATE,,1.371587993,6.9640000e-06,-6.9640000e-06,131.8050600,3.680000e-03,-3.680000e-03,0.9829,0.0091,-0.0087,12.90100,0.77800,-0.77800,4.5610e+02,4.990e+01,-4.990e+01,4.91,2.800e+00,-1.090e+00,2413.0,,,8016.36,14023.82,-3885.33,43.30,2,q1_q17_dr24_tce,7045.00,194.00,-278.00,4.154,0.148,-0.148,1.6040,0.9150,-0.3560,294.201450,44.639839,13.104
9588862,K07195.01,,CANDIDATE,CANDIDATE,,5.897739740,6.6920000e-05,-6.6920000e-05,133.4242300,8.060000e-03,-8.060000e-03,0.1566,0.3011,-0.1566,2.24300,0.26200,-0.26200,7.7900e+01,1.240e+01,-1.240e+01,1.00,5.200e-01,-1.100e-01,1150.0,,,414.11,647.92,-130.24,8.10,1,q1_q17_dr24_tce,6300.00,160.00,-211.00,4.371,0.079,-0.079,1.1260,0.5890,-0.1280,292.155430,46.204529,14.742
9596064,K07197.01,,CANDIDATE,CANDIDATE,1.0000,1.741450410,4.4800000e-05,-4.4800000e-05,132.0107000,3.100000e-02,-3.100000e-02,0.3300,0.1190,-0.3300,1.71200,0.18000,-0.18000,3.7060e+02,3.990e+01,-3.990e+01,1.46,2.200e-01,-1.200e-01,1234.0,,,547.50,278.89,-151.41,10.90,1,q1_q17_dr25_tce,5238.00,184.00,-184.00,4.598,0.032,-0.097,0.7640,0.1120,-0.0660,294.950620,46.242149,16.269
9596892,K07199.01,,CANDIDATE,CANDIDATE,,20.294411800,1.2730000e-04,-1.2730000e-04,148.0855400,4.810000e-03,-4.810000e-03,8.7053,43.8100,-7.7900,0.35700,0.31600,-0.31600,4.5390e+02,9.710e+01,-9.710e+01,774.73,2.878e+02,-6.583e+01,648.0,,,41.69,46.05,-11.24,5.60,1,q1_q17_dr24_tce,5865.00,167.00,-197.00,4.518,0.034,-0.034,0.9180,0.3410,-0.0780,295.255650,46.216400,15.919
10450504,K07327.01,,CANDIDATE,CANDIDATE,0.9630,17.990827300,9.7940000e-05,-9.7940000e-05,141.9253900,5.280000e-03,-5.280000e-03,0.1290,0.3340,-0.1290,1.43600,0.15600,-0.15600,6.6000e+02,7.310e+01,-7.310e+01,1.88,1.500e-01,-1.900e-01,541.0,,,20.29,6.15,-5.60,10.90,1,q1_q17_dr25_tce,4918.00,148.00,-133.00,4.546,0.072,-0.039,0.7520,0.0570,-0.0760,282.157870,47.686531,15.864
10464199,K07330.01,,CANDIDATE,CANDIDATE,,198.113090000,1.1870000e-02,-1.1870000e-02,175.3243000,5.420000e-02,-5.420000e-02,0.1542,0.2998,-0.1542,15.59000,1.90000,-1.90000,5.3300e+01,8.500e+00,-8.500e+00,1.09,5.900e-01,-2.900e-01,399.0,,,5.96,10.03,-3.20,8.30,1,q1_q17_dr24_tce,6163.00,182.00,-228.00,4.144,0.226,-0.226,1.4860,0.8100,-0.3960,289.320470,47.632446,11.909
11602794,K07460.01,,CANDIDATE,CANDIDATE,0.9250,5.705095190,4.1690000e-05,-4.1690000e-05,136.2018300,5.750000e-03,-5.750000e-03,0.4690,0.4750,-0.2650,1.58000,0.31400,-0.31400,2.8360e+02,4.520e+01,-4.520e+01,1.58,3.700e-01,-2.000e-01,947.0,,,189.80,139.34,-61.54,9.20,1,q1_q17_dr25_tce,5455.00,180.00,-164.00,4.448,0.104,-0.169,0.9270,0.2170,-0.1170,287.319120,49.656990,15.597
5193439,K06538.01,,CANDIDATE,CANDIDATE,0.2850,129.847318000,5.3480000e-03,-5.3480000e-03,240.6812000,2.430000e-02,-2.430000e-02,0.0040,0.4300,-0.0040,13.05700,0.82200,-0.82200,1.9840e+02,2.080e+01,-2.080e+01,1.45,4.800e-01,-1.600e-01,385.0,,,5.22,5.12,-1.78,11.10,1,q1_q17_dr25_tce,6133.00,193.00,-257.00,4.427,0.072,-0.217,1.0320,0.3340,-0.1190,293.676820,40.334068,14.520
5215508,K06542.01,,CANDIDATE,CANDIDATE,,0.886744300,,,131.8996390,,,,,,3.16000,,,,,,,,,,,,,,,,1,q1_q17_dr24_tce,,,,,,,,,,298.499940,40.333672,11.270
6187508,K06672.01,,CANDIDATE,CANDIDATE,1.0000,2.284943010,1.0430000e-05,-1.0430000e-05,132.9234300,3.310000e-03,-3.310000e-03,0.0130,0.4480,-0.0130,1.01000,0.14000,-0.14000,1.6180e+02,1.990e+01,-1.990e+01,1.00,1.800e-01,-9.000e-02,1180.0,,,458.39,260.01,-121.59,10.60,1,q1_q17_dr25_tce,5396.00,159.00,-159.00,4.571,0.040,-0.112,0.7890,0.1430,-0.0710,285.339630,41.539749,15.181
6209225,K06676.01,,CANDIDATE,CANDIDATE,,439.219780000,1.3540000e-02,-1.3540000e-02,523.3139000,2.000000e-02,-2.000000e-02,0.2863,0.1998,-0.2862,9.39200,0.60100,-0.60100,3.4230e+02,3.350e+01,-3.350e+01,1.81,6.200e-01,-1.700e-01,266.0,,,1.18,1.17,-0.32,10.30,1,q1_q17_dr24_tce,6553.00,161.00,-206.00,4.479,0.048,-0.048,0.9620,0.3310,-0.0880,293.161680,41.538158,13.993
7939761,K06934.01,,CANDIDATE,CANDIDATE,1.0000,22.254889700,6.8530000e-04,-6.8530000e-04,142.2563000,2.850000e-02,-2.850000e-02,0.2390,0.2280,-0.2390,13.45400,0.91700,-0.91700,8.3800e+01,8.400e+00,-8.400e+00,2.16,7.400e-01,-1.380e+00,899.0,,,154.40,164.63,-136.21,11.80,1,q1_q17_dr25_tce,5349.00,185.00,-148.00,3.760,0.727,-0.242,2.3880,0.8190,-1.5210,282.672580,43.788311,14.156
8613446,K07069.01,,CANDIDATE,CANDIDATE,1.0000,1.014859810,7.0690000e-05,-7.0690000e-05,131.6159000,1.010000e-02,-1.010000e-02,0.1850,0.2630,-0.1850,1.65000,0.23800,-0.23800,2.4300e+02,3.500e+01,-3.500e+01,1.61,5.600e-01,-1.900e-01,1928.0,,,3274.72,3380.65,-1087.03,8.40,1,q1_q17_dr25_tce,6158.00,171.00,-236.00,4.453,0.056,-0.224,1.0240,0.3580,-0.1190,286.915990,44.704529,15.572
8624860,K07072.01,,CANDIDATE,CANDIDATE,0.8720,15.390261300,2.6280000e-04,-2.6280000e-04,140.8602000,1.130000e-02,-1.130000e-02,0.2310,0.2240,-0.2310,3.43100,0.39500,-0.39500,7.6800e+01,9.500e+00,-9.500e+00,4.39,5.500e-01,-1.660e+00,1459.0,,,1069.24,352.78,-687.63,9.40,1,q1_q17_dr25_tce,5649.00,67.00,-109.00,3.282,0.255,-0.085,4.9940,0.6310,-1.8920,291.795750,44.746181,13.808
8625408,K07073.01,,CANDIDATE,CANDIDATE,0.9510,279.036565000,8.7880000e-03,-8.7880000e-03,246.6289000,1.910000e-02,-1.910000e-02,1.1980,6.7280,-0.0190,31.92000,1.60000,-1.60000,3.9520e+02,1.570e+01,-1.570e+01,30.25,5.320e+00,-3.870e+00,323.0,,,2.58,1.19,-0.73,31.70,1,q1_q17_dr25_tce,6072.00,81.00,-90.00,4.285,0.103,-0.126,1.2730,0.2240,-0.1630,292.017330,44.713268,13.054
8686442,K07074.01,,CANDIDATE,CANDIDATE,,26.855236500,4.8300000e-04,-4.8300000e-04,146.6880000,1.370000e-02,-1.370000e-02,0.8250,0.2064,-0.5623,2.18500,0.52400,-0.52400,1.9420e+02,5.050e+01,-5.050e+01,1.49,6.000e-01,-1.300e-01,618.0,,,34.48,39.95,-9.41,6.70,1,q1_q17_dr24_tce,6045.00,150.00,-190.00,4.494,0.043,-0.043,0.9550,0.3810,-0.0870,290.754940,44.851589,14.958
8693536,K07076.01,,CANDIDATE,CANDIDATE,0.9900,16.234763600,2.5560000e-04,-2.5560000e-04,139.9705000,1.390000e-02,-1.390000e-02,0.0460,0.4040,-0.0460,4.20000,0.37400,-0.37400,1.1550e+02,1.260e+01,-1.260e+01,1.28,4.100e-01,-1.600e-01,852.0,,,124.25,111.35,-40.68,10.70,1,q1_q17_dr25_tce,6478.00,160.00,-208.00,4.371,0.065,-0.195,1.1880,0.3700,-0.1480,293.530330,44.832771,14.299
9635520,K07205.01,,CANDIDATE,CANDIDATE,0.7790,2.351826800,7.6840000e-04,-7.6840000e-04,134.3520000,4.700000e-01,-4.700000e-01,1.2300,4.1980,-0.1120,5.79700,0.29100,-0.29100,5.7660e+02,2.800e+01,-2.800e+01,39.82,8.720e+00,-1.309e+01,1535.0,,,1313.37,798.56,-758.75,24.50,1,q1_q17_dr25_tce,5445.00,109.00,-87.00,4.140,0.322,-0.138,1.4260,0.3120,-0.4690,284.699680,46.375092,14.106
9639106,K07208.01,,CANDIDATE,CANDIDATE,,3.579443670,4.3370000e-05,-4.3370000e-05,133.4619800,7.560000e-03,-7.560000e-03,0.3976,0.0398,-0.3976,1.86900,0.33500,-0.33500,1.1720e+02,1.960e+01,-1.960e+01,0.87,2.900e-01,-7.000e-02,1018.0,,,253.89,265.12,-63.15,8.50,1,q1_q17_dr24_tce,5341.00,182.00,-143.00,4.546,0.041,-0.041,0.8010,0.2700,-0.0680,286.858120,46.311729,15.560
9640123,K07209.01,,CANDIDATE,CANDIDATE,0.9910,8.255349900,1.3620000e-04,-1.3620000e-04,135.1700000,1.770000e-02,-1.770000e-02,0.9180,0.0260,-0.6510,3.95900,0.44500,-0.44500,5.4500e+01,6.600e+00,-6.600e+00,3.28,5.400e-01,-1.250e+00,1462.0,,,1079.27,478.08,-689.77,10.00,1,q1_q17_dr25_tce,5403.00,86.00,-75.00,3.559,0.296,-0.111,3.6000,0.5900,-1.3760,287.510710,46.389950,13.816
10546063,K07339.01,,CANDIDATE,CANDIDATE,1.0000,10.698227500,1.5500000e-04,-1.5500000e-04,140.6793000,1.020000e-02,-1.020000e-02,0.0320,0.4260,-0.0320,3.19800,0.33500,-0.33500,2.4600e+02,3.190e+01,-3.190e+01,1.73,4.900e-01,-2.100e-01,919.0,,,168.88,142.37,-57.45,9.10,1,q1_q17_dr25_tce,6277.00,174.00,-239.00,4.417,0.060,-0.180,1.0970,0.3130,-0.1340,296.027740,47.753551,15.833
11650543,K07467.01,,CANDIDATE,CANDIDATE,,7.205580840,9.0290000e-05,-9.0290000e-05,138.3055000,1.070000e-02,-1.070000e-02,0.5196,0.0129,-0.4491,2.99700,0.28800,-0.28800,5.8000e+01,7.600e+00,-7.600e+00,1.33,5.600e-01,-4.600e-01,1253.0,,,582.45,753.90,-363.36,8.70,1,q1_q17_dr24_tce,6002.00,188.00,-210.00,4.025,0.308,-0.308,1.6930,0.7180,-0.5780,284.950260,49.747147,13.553
11671646,K07470.01,,CANDIDATE,CANDIDATE,,392.501150000,3.3430000e-02,-3.3430000e-02,498.8298000,5.110000e-02,-5.110000e-02,0.1835,0.2835,-0.1834,9.88000,1.10000,-1.10000,3.9120e+02,5.770e+01,-5.770e+01,1.90,2.010e+00,-3.100e-01,225.0,,,0.60,2.36,-0.23,8.90,1,q1_q17_dr24_tce,5128.00,193.00,-167.00,4.388,0.143,-0.143,0.9880,1.0470,-0.1580,296.534790,49.785851,13.870
11672354,K07471.01,,CANDIDATE,CANDIDATE,0.9530,5.296555910,8.5200000e-05,-8.5200000e-05,131.8704000,1.410000e-02,-1.410000e-02,0.3700,0.0800,-0.3700,3.93000,0.31500,-0.31500,1.3540e+02,1.720e+01,-1.720e+01,1.30,4.300e-01,-1.500e-01,1156.0,,,421.14,411.80,-140.13,9.30,1,q1_q17_dr25_tce,6268.00,173.00,-260.00,4.429,0.054,-0.216,1.1000,0.3650,-0.1220,296.820370,49.750450,15.591
2716979,K06291.01,,CANDIDATE,CANDIDATE,,8.832419300,1.2000000e-04,-1.2000000e-04,137.7004000,1.150000e-02,-1.150000e-02,0.1850,0.2842,-0.1848,2.25200,0.32900,-0.32900,7.4100e+01,1.060e+01,-1.060e+01,0.98,3.300e-01,-1.800e-01,999.0,,,234.99,227.94,-94.21,8.10,1,q1_q17_dr24_tce,6060.00,161.00,-169.00,4.290,0.172,-0.172,1.1330,0.3760,-0.2050,292.296260,37.933060,13.303
2834463,K06293.01,,CANDIDATE,CANDIDATE,0.7940,5.888369410,3.2340000e-05,-3.2340000e-05,136.0279900,5.030000e-03,-5.030000e-03,0.2490,0.2260,-0.2490,1.05000,0.22400,-0.22400,1.1990e+02,2.110e+01,-2.110e+01,1.21,3.900e-01,-1.500e-01,1125.0,,,379.27,362.39,-120.25,8.30,1,q1_q17_dr25_tce,6243.00,169.00,-206.00,4.390,0.087,-0.203,1.0840,0.3530,-0.1260,286.587010,38.001080,14.199
4567118,K06425.01,,CANDIDATE,CANDIDATE,,521.108260000,4.2240000e-02,-4.2240000e-02,189.5977000,5.770000e-02,-5.770000e-02,0.3485,0.0982,-0.3485,18.36000,3.30000,-3.30000,2.4470e+02,3.710e+01,-3.710e+01,1.50,5.700e-01,-1.900e-01,231.0,,,0.68,0.76,-0.22,8.70,1,q1_q17_dr24_tce,5942.00,165.00,-161.00,4.432,0.093,-0.093,0.9470,0.3610,-0.1190,293.239290,39.691681,14.163
5263167,K06546.01,,CANDIDATE,CANDIDATE,0.7830,3.394019630,2.9490000e-05,-2.9490000e-05,134.3716400,7.070000e-03,-7.070000e-03,0.1660,0.2910,-0.1660,2.98400,0.23000,-0.23000,9.8400e+01,1.180e+01,-1.180e+01,1.03,3.200e-01,-1.200e-01,1306.0,,,689.16,643.11,-222.12,10.00,1,q1_q17_dr25_tce,6181.00,168.00,-224.00,4.431,0.070,-0.210,1.0290,0.3270,-0.1170,288.030580,40.418301,15.420
6265961,K06680.01,,CANDIDATE,CANDIDATE,0.9130,5.525074060,5.4690000e-05,-5.4690000e-05,135.1543500,9.730000e-03,-9.730000e-03,0.1520,0.2990,-0.1520,2.56500,0.25800,-0.25800,6.1500e+01,7.300e+00,-7.300e+00,0.80,1.200e-01,-8.000e-02,1028.0,,,263.79,101.96,-65.78,9.80,1,q1_q17_dr25_tce,5600.00,75.00,-75.00,4.378,0.110,-0.110,1.0370,0.1520,-0.1140,284.121340,41.633072,13.692
7103300,K06819.01,,CANDIDATE,CANDIDATE,,3.226232203,9.0050000e-06,-9.0050000e-06,134.4192400,2.310000e-03,-2.310000e-03,0.1450,0.4350,-0.1448,0.40220,0.09820,-0.09820,3.6300e+01,3.800e+00,-3.800e+00,1.01,5.400e-01,-2.200e-01,1620.0,,,1627.10,2541.56,-756.19,9.90,1,q1_q17_dr24_tce,6534.00,147.00,-195.00,4.203,0.163,-0.163,1.4370,0.7630,-0.3200,286.845340,42.676960,11.429
8007675,K06949.01,,CANDIDATE,CANDIDATE,0.1260,2.352446342,,,131.9380482,,,0.7550,,,1.68020,,,3.2500e+01,,,1.24,2.800e-01,-3.500e-01,2173.0,,,5269.29,3512.39,-2848.99,7.20,1,q1_q17_dr25_tce,6749.00,169.00,-203.00,3.941,0.247,-0.114,2.0030,0.4580,-0.5600,282.154850,43.867352,12.047
9651602,K07215.01,,CANDIDATE,CANDIDATE,0.9710,3.907350460,6.1300000e-05,-6.1300000e-05,133.7385000,1.300000e-02,-1.300000e-02,0.0880,0.3750,-0.0880,2.89600,0.40800,-0.40800,1.0930e+02,1.410e+01,-1.410e+01,0.83,1.600e-01,-6.000e-02,1007.0,,,243.14,138.15,-60.96,10.00,1,q1_q17_dr25_tce,5497.00,147.00,-164.00,4.577,0.032,-0.136,0.8090,0.1520,-0.0650,292.829650,46.365768,15.283
10586619,K07345.01,,CANDIDATE,CANDIDATE,0.9020,377.501257000,8.7700000e-03,-8.7700000e-03,278.8375000,1.640000e-02,-1.640000e-02,0.0330,0.4260,-0.0330,11.98000,0.59500,-0.59500,5.4140e+02,4.600e+01,-4.600e+01,2.16,3.200e-01,-1.000e-01,242.0,,,0.81,0.31,-0.11,13.90,1,q1_q17_dr25_tce,5751.00,78.00,-78.00,4.508,0.021,-0.119,0.9400,0.1380,-0.0430,285.640900,47.811050,15.044
11773625,K07479.01,,CANDIDATE,CANDIDATE,0.8750,7.196916800,1.4830000e-04,-1.4830000e-04,133.4145000,1.270000e-02,-1.270000e-02,0.5020,0.4630,-0.3010,4.52500,0.42900,-0.42900,4.7100e+01,5.600e+00,-5.600e+00,1.10,1.800e-01,-2.700e-01,1132.0,,,388.54,170.24,-178.56,10.40,1,q1_q17_dr25_tce,5530.00,82.00,-66.00,4.045,0.217,-0.093,1.5750,0.2590,-0.3890,296.739170,49.978352,13.440
